START,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,END
{,FFWM,First Foundation Inc.,14.31,$638.52M,n/a,Finance,Major Banks,}
{,FGBI,"First Guaranty Bancshares, Inc.",21.28,$187.42M,n/a,Finance,Savings Institutions,}
{,FHB,"First Hawaiian, Inc.",27.46,$3.71B,2016,Finance,Major Banks,}
{,INBK,First Internet Bancorp,22.47,$226.52M,n/a,Finance,Major Banks,}
{,INBKL,First Internet Bancorp,25.73,n/a,n/a,Finance,Major Banks,}
{,FIBK,"First Interstate BancSystem, Inc.",41.28,$2.68B,2010,Finance,Major Banks,}
{,FRME,First Merchants Corporation,37.52,$1.85B,n/a,Finance,Major Banks,}
{,FMBH,"First Mid Bancshares, Inc.",35.39,$590.2M,n/a,Finance,Major Banks,}
{,FMBI,"First Midwest Bancorp, Inc.",20.84,$2.23B,n/a,Finance,Major Banks,}
{,FXNC,First National Corporation,21.2671,$105.56M,n/a,Finance,Major Banks,}
{,FNWB,First Northwest Bancorp,16.28,$178.89M,2015,Finance,Banks,}
{,FSFG,"First Savings Financial Group, Inc.",58.82,$135.54M,n/a,Finance,Savings Institutions,}
{,FSLR,"First Solar, Inc.",59.99,$6.32B,2006,Technology,Semiconductors,}
{,FAAR,First Trust Alternative Absolute Return Strategy ETF,27,$41.85M,n/a,n/a,n/a,}
{,FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,29.03,$34.84M,n/a,n/a,n/a,}
{,BICK,First Trust BICK Index Fund,26.29,$147.22M,n/a,n/a,n/a,}
{,FBZ,First Trust Brazil AlphaDEX Fund,14.36,$132.83M,n/a,n/a,n/a,}
{,FTHI,First Trust BuyWrite Income ETF,22.0543,$66.7M,n/a,n/a,n/a,}
{,FCAL,First Trust California Municipal High income ETF,51.82,$25.91M,n/a,n/a,n/a,}
{,FCAN,First Trust Canada AlphaDEX Fund,22.97,$9.19M,n/a,n/a,n/a,}
{,FTCS,First Trust Capital Strength ETF,54.7,$2.23B,n/a,n/a,n/a,}
{,FCEF,First Trust CEF Income Opportunity ETF,21.58,$35.71M,n/a,n/a,n/a,}
{,FCA,First Trust China AlphaDEX Fund,25.5909,$10.24M,n/a,n/a,n/a,}
{,SKYY,First Trust Cloud Computing ETF,59.22,$2.24B,n/a,n/a,n/a,}
{,RNDM,First Trust Developed International Equity Select ETF,49.675,$22.35M,n/a,n/a,n/a,}
{,FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,53.22,$1.01B,n/a,n/a,n/a,}
{,FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,35.9844,$9M,n/a,n/a,n/a,}
{,FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,26.64,$512.82M,n/a,n/a,n/a,}
{,FV,First Trust Dorsey Wright Focus 5 ETF,29.8,$2.46B,n/a,n/a,n/a,}
{,IFV,First Trust Dorsey Wright International Focus 5 ETF,19.155,$544M,n/a,n/a,n/a,}
{,DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,24.55,$30.69M,n/a,n/a,n/a,}
{,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,20.7,$32.09M,n/a,n/a,n/a,}
{,DVLU,First Trust Dorsey Wright Momentum & Value ETF,18.22,$18.22M,n/a,n/a,n/a,}
{,DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,30.2881,$45.43M,n/a,n/a,n/a,}
{,DALI,First Trust DorseyWright DALI 1 ETF,19.9552,$65.85M,n/a,n/a,n/a,}
{,FDNI,First Trust Dow Jones International Internet ETF,22.6056,$3.39M,n/a,n/a,n/a,}
{,FEM,First Trust Emerging Markets AlphaDEX Fund,23.74,$668.28M,n/a,n/a,n/a,}
{,RNEM,First Trust Emerging Markets Equity Select ETF,50.1238,$12.53M,n/a,n/a,n/a,}
{,FEMB,First Trust Emerging Markets Local Currency Bond ETF,37.41,$99.14M,n/a,n/a,n/a,}
{,FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,34.13,$145.05M,n/a,n/a,n/a,}
{,FTSM,First Trust Enhanced Short Maturity ETF,60.05,$4.31B,n/a,n/a,n/a,}
{,FEP,First Trust Europe AlphaDEX Fund,35.1,$600.21M,n/a,n/a,n/a,}
{,FEUZ,First Trust Eurozone AlphaDEX ETF,38.4073,$53.77M,n/a,n/a,n/a,}
{,FGM,First Trust Germany AlphaDEX Fund,42.71,$160.16M,n/a,n/a,n/a,}
{,FTGC,First Trust Global Tactical Commodity Strategy Fund,18.22,$163.13M,n/a,n/a,n/a,}
{,FTLB,First Trust Hedged BuyWrite Income ETF,21.8467,$8.74M,n/a,n/a,n/a,}
{,HYLS,First Trust High Yield Long/Short ETF,48.14,$1.21B,n/a,n/a,n/a,}
{,FHK,First Trust Hong Kong AlphaDEX Fund,35.65,$3.57M,n/a,n/a,n/a,}
{,NFTY,First Trust India Nifty 50 Equal Weight ETF,35.4562,$3.55M,n/a,n/a,n/a,}
{,FTAG,First Trust Indxx Global Agriculture ETF,22.98,$4.36M,n/a,n/a,n/a,}
{,FTRI,First Trust Indxx Global Natural Resources Income ETF,12.01,$8.41M,n/a,n/a,n/a,}
{,LEGR,First Trust Indxx Innovative Transaction & Process ETF,29.65,$41.51M,n/a,n/a,n/a,}
{,FPXI,First Trust International Equity Opportunities ETF,35.099,$21.06M,n/a,n/a,n/a,}
{,FPXE,First Trust IPOX Europe Equity Opportunities ETF,19.68,$1.97M,n/a,n/a,n/a,}
{,FJP,First Trust Japan AlphaDEX Fund,47.97,$127.12M,n/a,n/a,n/a,}
{,FEX,First Trust Large Cap Core AlphaDEX Fund,60.25,$1.4B,n/a,n/a,n/a,}
{,FTC,First Trust Large Cap Growth AlphaDEX Fund,67.86,$970.4M,n/a,n/a,n/a,}
{,RNLC,First Trust Large Cap US Equity Select ETF,22.3573,$17.89M,n/a,n/a,n/a,}
{,FTA,First Trust Large Cap Value AlphaDEX Fund,52.08,$1.16B,n/a,n/a,n/a,}
{,FLN,First Trust Latin America AlphaDEX Fund,19.31,$14.48M,n/a,n/a,n/a,}
{,LMBS,First Trust Low Duration Opportunities ETF,51.4,$2.71B,n/a,n/a,n/a,}
{,LDSF,First Trust Low Duration Strategic Focus ETF,20.44,$24.53M,n/a,n/a,n/a,}
{,FMB,First Trust Managed Municipal ETF,54.29,$697.63M,n/a,n/a,n/a,}
{,FMK,First Trust Mega Cap AlphaDEX Fund,35.11,$24.58M,n/a,n/a,n/a,}
{,FNX,First Trust Mid Cap Core AlphaDEX Fund,68.49,$907.49M,n/a,n/a,n/a,}
{,FNY,First Trust Mid Cap Growth AlphaDEX Fund,44.22,$256.48M,n/a,n/a,n/a,}
{,RNMC,First Trust Mid Cap US Equity Select ETF,21.9732,$15.38M,n/a,n/a,n/a,}
{,FNK,First Trust Mid Cap Value AlphaDEX Fund,34.8383,$54M,n/a,n/a,n/a,}
{,FAD,First Trust Multi Cap Growth AlphaDEX Fund,72.69,$185.36M,n/a,n/a,n/a,}
{,FAB,First Trust Multi Cap Value AlphaDEX Fund,54.49,$87.18M,n/a,n/a,n/a,}
{,MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.72,$660.82M,n/a,n/a,n/a,}
{,MCEF,First Trust Municipal CEF Income Opportunity ETF,18.669,$9.33M,n/a,n/a,n/a,}
{,FMHI,First Trust Municipal High Income ETF,51.83,$51.83M,n/a,n/a,n/a,}
{,QABA,First Trust NASDAQ ABA Community Bank Index Fund,49.27,$197.08M,n/a,n/a,n/a,}
{,ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,32.61,$47.28M,n/a,n/a,n/a,}
{,FTXO,First Trust Nasdaq Bank ETF,25.98,$153.28M,n/a,n/a,n/a,}
{,QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,20.5596,$101.77M,n/a,n/a,n/a,}
{,GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,45.2595,$27.16M,n/a,n/a,n/a,}
{,CIBR,First Trust NASDAQ Cybersecurity ETF,28.64,$866.36M,n/a,n/a,n/a,}
{,FTXG,First Trust Nasdaq Food & Beverage ETF,20.66,$2.07M,n/a,n/a,n/a,}
{,CARZ,First Trust NASDAQ Global Auto Index Fund,33.01,$19.81M,n/a,n/a,n/a,}
{,FTXN,First Trust Nasdaq Oil & Gas ETF,17.95,$11.67M,n/a,n/a,n/a,}
{,FTXH,First Trust Nasdaq Pharmaceuticals ETF,20.9606,$6.29M,n/a,n/a,n/a,}
{,FTXD,First Trust Nasdaq Retail ETF,22.24,$7.78M,n/a,n/a,n/a,}
{,FTXL,First Trust Nasdaq Semiconductor ETF,33.04,$34.69M,n/a,n/a,n/a,}
{,FONE,First Trust NASDAQ Smartphone Index Fund,49.055,$14.72M,n/a,n/a,n/a,}
{,TDIV,First Trust NASDAQ Technology Dividend Index Fund,38.61,$965.44M,n/a,n/a,n/a,}
{,FTXR,First Trust Nasdaq Transportation ETF,23.43,$2.34M,n/a,n/a,n/a,}
{,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,65.52,$740.38M,n/a,n/a,n/a,}
{,QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,53.42,$90.81M,n/a,n/a,n/a,}
{,QTEC,First Trust NASDAQ-100- Technology Index Fund,84.94,$2.53B,n/a,n/a,n/a,}
{,AIRR,First Trust RBA American Industrial Renaissance ETF,25.201,$76.86M,n/a,n/a,n/a,}
{,RDVY,First Trust Rising Dividend Achievers ETF,30.83,$759.96M,n/a,n/a,n/a,}
{,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,50.4334,$37.83M,n/a,n/a,n/a,}
{,RFDI,First Trust RiverFront Dynamic Developed International ETF,56.3719,$326.96M,n/a,n/a,n/a,}
{,RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,60.195,$111.36M,n/a,n/a,n/a,}
{,RFEU,First Trust RiverFront Dynamic Europe ETF,58.87,$64.76M,n/a,n/a,n/a,}
{,FID,First Trust S&P International Dividend Aristocrats ETF,17.02,$13.62M,n/a,n/a,n/a,}
{,FTSL,First Trust Senior Loan Fund ETF,47.725,$1.63B,n/a,n/a,n/a,}
{,FYX,First Trust Small Cap Core AlphaDEX Fund,62.36,$614.25M,n/a,n/a,n/a,}
{,FYC,First Trust Small Cap Growth AlphaDEX Fund,46.13,$295.23M,n/a,n/a,n/a,}
{,RNSC,First Trust Small Cap US Equity Select ETF,21.2599,$6.38M,n/a,n/a,n/a,}
{,FYT,First Trust Small Cap Value AlphaDEX Fund,35.75,$60.78M,n/a,n/a,n/a,}
{,SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,20.3655,$5.09M,n/a,n/a,n/a,}
{,FKO,First Trust South Korea AlphaDEX Fund,21.3244,$2.13M,n/a,n/a,n/a,}
{,FCVT,First Trust SSI Strategic Convertible Securities ETF,30.78,$189.3M,n/a,n/a,n/a,}
{,FDIV,First Trust Strategic Income ETF,49.8375,$84.72M,n/a,n/a,n/a,}
{,FSZ,First Trust Switzerland AlphaDEX Fund,49.07,$166.84M,n/a,n/a,n/a,}
{,FIXD,First Trust TCW Opportunistic Fixed Income ETF,50.58,$528.56M,n/a,n/a,n/a,}
{,TUSA,First Trust Total US Market AlphaDEX ETF,33.51,$16.76M,n/a,n/a,n/a,}
{,FKU,First Trust United Kingdom AlphaDEX Fund,36.895,$11.07M,n/a,n/a,n/a,}
{,RNDV,First Trust US Equity Dividend Select ETF,21.69,$5.42M,n/a,n/a,n/a,}
{,FUNC,First United Corporation,18.6,$131.86M,n/a,Finance,Major Banks,}
{,FUSB,"First US Bancshares, Inc.",10.12,$63.79M,n/a,Finance,Major Banks,}
{,MYFW,"First Western Financial, Inc.",13.8,$109.96M,2018,Finance,Major Banks,}
{,FCFS,"FirstCash, Inc.",94.73,$4.09B,1991,Consumer Services,Other Specialty Stores,}
{,SVVC,"Firsthand Technology Value Fund, Inc.",10.96,$78.68M,n/a,n/a,n/a,}
{,FSV,FirstService Corporation,86.89,$3.02B,n/a,Finance,Real Estate,}
{,FISV,"Fiserv, Inc.",85.23,$33.45B,1986,Technology,EDP Services,}
{,FIVE,"Five Below, Inc.",135.38,$7.57B,2012,Consumer Services,Department/Specialty Retail Stores,}
{,FPRX,"Five Prime Therapeutics, Inc.",9.88,$356.31M,2013,Health Care,Major Pharmaceuticals,}
{,FVE,Five Star Senior Living Inc.,0.6065,$30.84M,n/a,Health Care,Hospital/Nursing Management,}
{,FIVN,"Five9, Inc.",50.14,$2.99B,2014,Technology,EDP Services,}
{,FLEX,Flex Ltd.,10.47,$5.46B,1994,Technology,Electrical Products,}
{,FLKS,"Flex Pharma, Inc.",0.41,$7.41M,2015,Health Care,Major Pharmaceuticals,}
{,FLXN,"Flexion Therapeutics, Inc.",12.56,$477.19M,2014,Health Care,Major Pharmaceuticals,}
{,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,50.56,$88.48M,n/a,n/a,n/a,}
{,LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,51.81,$28.5M,n/a,n/a,n/a,}
{,MBSD,FlexShares Disciplined Duration MBS Index Fund,23.2249,$51.09M,n/a,n/a,n/a,}
{,ASET,FlexShares Real Assets Allocation Index Fund,28.91,$10.12M,n/a,n/a,n/a,}
{,ESGG,FlexShares STOXX Global ESG Impact Index Fund,96.3,$81.86M,n/a,n/a,n/a,}
{,ESG,FlexShares STOXX US ESG Impact Index Fund,68.52,$35.97M,n/a,n/a,n/a,}
{,QLC,FlexShares US Quality Large Cap Index Fund,33.42,$78.54M,n/a,n/a,n/a,}
{,FPAY,"FlexShopper, Inc.",0.835,$14.75M,n/a,Technology,Diversified Commercial Services,}
{,FPAYW,"FlexShopper, Inc.",0.28,n/a,n/a,Technology,Diversified Commercial Services,}
{,FLXS,"Flexsteel Industries, Inc.",20.16,$159.15M,n/a,Consumer Durables,Home Furnishings,}
{,FLIR,"FLIR Systems, Inc.",51.38,$6.96B,1993,Capital Goods,Industrial Machinery/Components,}
{,FLNT,"Fluent, Inc.",7.02,$537.26M,n/a,Consumer Services,Advertising,}
{,FLDM,Fluidigm Corporation,12.22,$843.42M,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,}
{,FFIC,Flushing Financial Corporation,22.56,$635.9M,n/a,Finance,Major Banks,}
{,FNCB,FNCB Bancorp Inc.,7.88,$158.46M,n/a,Finance,Major Banks,}
{,FOMX,Foamix Pharmaceuticals Ltd.,2.83,$154.01M,2014,Consumer Durables,Specialty Chemicals,}
{,FOCS,Focus Financial Partners Inc.,34.08,$1.59B,2018,Finance,Investment Managers,}
{,FONR,Fonar Corporation,19.83,$128.6M,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,}
{,FSCT,"ForeScout Technologies, Inc.",36.28,$1.64B,2017,Technology,Computer peripheral equipment,}
{,FRSX,Foresight Autonomous Holdings Ltd.,1.22,$37.36M,n/a,Technology,Computer Software: Prepackaged Software,}
{,FORM,"FormFactor, Inc.",16.71,$1.25B,2003,Technology,Semiconductors,}
{,FORTY,Formula Systems (1985) Ltd.,49.83,$762.11M,n/a,Technology,EDP Services,}
{,FORR,"Forrester Research, Inc.",49.99,$920.8M,1996,Consumer Services,Diversified Commercial Services,}
{,FRTA,"Forterra, Inc.",5.75,$369.72M,2016,Capital Goods,Building Materials,}
{,FTNT,"Fortinet, Inc.",82.9,$14.16B,2009,Technology,Computer peripheral equipment,}
{,FBIO,"Fortress Biotech, Inc.",1.78,$114.33M,n/a,Health Care,Major Pharmaceuticals,}
{,FBIOP,"Fortress Biotech, Inc.",20.133,$20.13M,n/a,Health Care,Major Pharmaceuticals,}
{,FTSV,"Forty Seven, Inc.",18.7,$586.41M,2018,Health Care,Major Pharmaceuticals,}
{,FMCI,Forum Merger II Corporation,9.98,$256.04M,2018,Finance,Business Services,}
{,FMCIU,Forum Merger II Corporation,10.4102,n/a,2018,Finance,Business Services,}
{,FMCIW,Forum Merger II Corporation,0.45,n/a,2018,Finance,Business Services,}
{,FWRD,Forward Air Corporation,62.03,$1.78B,n/a,Transportation,Oil Refining/Marketing,}
{,FORD,"Forward Industries, Inc.",1.4774,$14.09M,n/a,Consumer Non-Durables,Plastic Products,}
{,FWP,Forward Pharma A/S,1.05,$49.91M,2014,Health Care,Major Pharmaceuticals,}
{,FOSL,"Fossil Group, Inc.",14.45,$719.19M,1993,Consumer Non-Durables,Consumer Specialties,}
{,FOX,Fox Corporation,38.05,$23.61B,n/a,Consumer Services,Broadcasting,}
{,FOXA,Fox Corporation,38.53,$23.91B,n/a,Consumer Services,Broadcasting,}
{,FOXF,Fox Factory Holding Corp.,75.95,$2.9B,2013,Consumer Non-Durables,Motor Vehicles,}
{,FRAN,Francesca&#39;s Holdings Corporation,0.6234,$22.13M,2011,Consumer Services,Clothing/Shoe/Accessory Stores,}
{,FELE,"Franklin Electric Co., Inc.",47.01,$2.18B,n/a,Consumer Durables,Metal Fabrications,}
{,FRAF,Franklin Financial Services Corporation,38.87,$170.62M,n/a,Finance,Major Banks,}
{,FKLY,"Frankly, Inc.",n/a,n/a,n/a,n/a,n/a,}
{,FRED,"Fred&#39;s, Inc.",0.5864,$20.6M,1992,Consumer Services,Department/Specialty Retail Stores,}
{,RAIL,"Freightcar America, Inc.",6.46,$81.37M,2005,Capital Goods,Railroads,}
{,FEIM,"Frequency Electronics, Inc.",12.1,$105.63M,n/a,Capital Goods,Electrical Products,}
{,FRPT,"Freshpet, Inc.",47.08,$1.69B,2014,Consumer Non-Durables,Packaged Foods,}
{,FTDR,"frontdoor, inc.",38.93,$3.29B,n/a,Finance,Diversified Commercial Services,}
{,FTEO,"FRONTEO, Inc.",9.4,$179.18M,2013,Technology,EDP Services,}
{,FTR,Frontier Communications Corporation,2.08,$219.01M,n/a,Public Utilities,Telecommunications Equipment,}
{,FRPH,"FRP Holdings, Inc.",48,$476.8M,n/a,Finance,Real Estate,}
{,FSBW,"FS Bancorp, Inc.",51.38,$230.65M,2012,Finance,Banks,}
{,FSBC,"FSB Bancorp, Inc.",17.4286,$33.82M,n/a,Finance,Savings Institutions,}
{,FTD,"FTD Companies, Inc.",0.7885,$22.33M,n/a,Consumer Services,Other Consumer Services,}
{,FTEK,"Fuel Tech, Inc.",2.6,$62.88M,n/a,Capital Goods,Pollution Control Equipment,}
{,FCEL,"FuelCell Energy, Inc.",1.7,$25.98M,n/a,Miscellaneous,Industrial Machinery/Components,}
{,FLGT,"Fulgent Genetics, Inc.",5.55,$101.5M,2016,Health Care,Medical Specialities,}
{,FORK,Fuling Global Inc.,2.1254,$33.57M,2015,Consumer Non-Durables,Plastic Products,}
{,FLL,"Full House Resorts, Inc.",2.2,$59.31M,n/a,Consumer Services,Hotels/Resorts,}
{,FMAX,Full Spectrum Inc.,n/a,n/a,n/a,n/a,n/a,}
{,FULT,Fulton Financial Corporation,17.08,$2.88B,n/a,Finance,Major Banks,}
{,FNKO,"Funko, Inc.",22.54,$1.1B,2017,Consumer Non-Durables,Recreational Products/Toys,}
{,FHL,Futu Holdings Limited,13.42,$1.49B,2019,Finance,Investment Bankers/Brokers/Service,}
{,FTFT,Future FinTech Group Inc.,1.2798,$39.7M,n/a,Consumer Non-Durables,Packaged Foods,}
{,FFHL,"Fuwei Films (Holdings) Co., Ltd.",2.3284,$7.6M,2006,Capital Goods,Specialty Chemicals,}
{,FVCB,"FVCBankcorp, Inc.",16.8,$231.24M,n/a,Finance,Major Banks,}
{,WILC,"G. Willi-Food International,  Ltd.",9.0625,$119.78M,n/a,Consumer Non-Durables,Food Distributors,}
{,GTHX,"G1 Therapeutics, Inc.",25.02,$937.43M,2017,Health Care,Major Pharmaceuticals,}
{,GAIA,"Gaia, Inc.",8.93,$159.85M,1999,Consumer Services,Movies/Entertainment,}
{,GLPG,Galapagos NV,116.78,$6.38B,2015,Health Care,Major Pharmaceuticals,}
{,GALT,Galectin Therapeutics Inc.,4.52,$205.89M,n/a,Health Care,Major Pharmaceuticals,}
{,GLMD,Galmed Pharmaceuticals Ltd.,7,$147.79M,2014,Health Care,Major Pharmaceuticals,}
{,GMDA,Gamida Cell Ltd.,7.65,$192.32M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,GLPI,"Gaming and Leisure Properties, Inc.",40,$8.59B,n/a,Consumer Services,Real Estate Investment Trusts,}
{,GRMN,Garmin Ltd.,79.31,$15.06B,2000,Capital Goods,Industrial Machinery/Components,}
{,GARS,Garrison Capital Inc.,6.99,$112.18M,2013,n/a,n/a,}
{,GLIBA,"GCI Liberty, Inc.",59.6,$6.29B,n/a,Public Utilities,Telecommunications Equipment,}
{,GLIBP,"GCI Liberty, Inc.",25.6,$924.11M,n/a,Public Utilities,Telecommunications Equipment,}
{,GDS,GDS Holdings Limited,35.44,$4.46B,2016,Technology,"Computer Software: Programming, Data Processing",}
{,GEMP,Gemphire Therapeutics Inc.,1.05,$14.98M,2016,Health Care,Major Pharmaceuticals,}
{,GENC,Gencor Industries Inc.,12.32,$179.15M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,}
{,GFN,General Finance Corporation,9.32,$282.78M,n/a,Technology,Diversified Commercial Services,}
{,GFNCP,General Finance Corporation,102.7095,$41.09M,n/a,Technology,Diversified Commercial Services,}
{,GFNSL,General Finance Corporation,25.57,n/a,n/a,Technology,Diversified Commercial Services,}
{,GENE,Genetic Technologies Ltd,1.375,$24.24M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,GNFT,GENFIT S.A.,23.54,$913.41M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,GNUS,"Genius Brands International, Inc.",1.91,$19.93M,n/a,Consumer Services,Movies/Entertainment,}
{,GNMK,"GenMark Diagnostics, Inc.",7.55,$430.57M,2010,Health Care,Medical/Dental Instruments,}
{,GNCA,"Genocea Biosciences, Inc.",0.7131,$80.15M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,GHDX,"Genomic Health, Inc.",58.27,$2.16B,2005,Health Care,Medical Specialities,}
{,GNPX,"Genprex, Inc.",1.8,$27.96M,2018,Health Care,Major Pharmaceuticals,}
{,GNST,GenSight Biologics S.A.,n/a,n/a,n/a,n/a,n/a,}
{,GNTX,Gentex Corporation,22.62,$5.78B,n/a,Capital Goods,Auto Parts:O.E.M.,}
{,THRM,Gentherm Inc,40.9,$1.38B,n/a,Capital Goods,Auto Parts:O.E.M.,}
{,GEOS,Geospace Technologies Corporation,15.01,$204.62M,n/a,Capital Goods,Industrial Machinery/Components,}
{,GABC,"German American Bancorp, Inc.",29.72,$742.77M,n/a,Finance,Major Banks,}
{,GERN,Geron Corporation,1.74,$324.54M,1996,Health Care,Major Pharmaceuticals,}
{,GEVO,"Gevo, Inc.",2.08,$24.72M,2011,Basic Industries,Major Chemicals,}
{,ROCK,"Gibraltar Industries, Inc.",38.1,$1.23B,1993,Capital Goods,Steel/Iron Ore,}
{,GIGM,GigaMedia Limited,2.4,$26.53M,n/a,Technology,"Computer Software: Programming, Data Processing",}
{,GIII,"G-III Apparel Group, LTD.",37.53,$1.84B,1989,Consumer Non-Durables,Apparel,}
{,GILT,Gilat Satellite Networks Ltd.,8.9772,$495.92M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,}
{,GILD,"Gilead Sciences, Inc.",65.57,$83.59B,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,GBCI,"Glacier Bancorp, Inc.",42.7,$3.61B,n/a,Finance,Major Banks,}
{,GLAD,Gladstone Capital Corporation,9.42,$276.49M,2001,Consumer Non-Durables,Textiles,}
{,GLADD,Gladstone Capital Corporation,25.6795,n/a,n/a,Consumer Non-Durables,Textiles,}
{,GLADN,Gladstone Capital Corporation,25.5873,$52.97M,n/a,Consumer Non-Durables,Textiles,}
{,GOOD,Gladstone Commercial Corporation,21.72,$657.92M,2003,Consumer Services,Real Estate,}
{,GOODM,Gladstone Commercial Corporation,25.28,$88.72M,n/a,Consumer Services,Real Estate,}
{,GOODO,Gladstone Commercial Corporation,26.2272,$30.16M,n/a,Consumer Services,Real Estate,}
{,GOODP,Gladstone Commercial Corporation,26.445,$26.45M,n/a,Consumer Services,Real Estate,}
{,GAIN,Gladstone Investment Corporation,12.25,$402.08M,2005,n/a,n/a,}
{,GAINL,Gladstone Investment Corporation,25.9955,n/a,n/a,n/a,n/a,}
{,GAINM,Gladstone Investment Corporation,25.54,n/a,n/a,n/a,n/a,}
{,LAND,Gladstone Land Corporation,12.48,$230.41M,1993,Consumer Services,Real Estate Investment Trusts,}
{,LANDP,Gladstone Land Corporation,25.809,$29.68M,n/a,Consumer Services,Real Estate Investment Trusts,}
{,GLBZ,Glen Burnie Bancorp,10.7499,$30.29M,n/a,Finance,Major Banks,}
{,GBT,"Global Blood Therapeutics, Inc.",58.83,$3.32B,2015,Health Care,Major Pharmaceuticals,}
{,ENT,Global Eagle Entertainment Inc.,0.8797,$80.91M,2011,Consumer Services,Telecommunications Equipment,}
{,GBLI,Global Indemnity Limited,31.24,$445.07M,n/a,Finance,Property-Casualty Insurers,}
{,GBLIL,Global Indemnity Limited,25.48,n/a,n/a,Finance,Property-Casualty Insurers,}
{,GBLIZ,Global Indemnity Limited,25.2096,n/a,n/a,Finance,Property-Casualty Insurers,}
{,SELF,"Global Self Storage, Inc.",3.6783,$28.3M,n/a,Consumer Services,Real Estate Investment Trusts,}
{,GWRS,"Global Water Resources, Inc.",9.605,$206.23M,2016,Public Utilities,Water Supply,}
{,DRIV,Global X Autonomous & Electric Vehicles ETF,13.3845,$14.05M,n/a,n/a,n/a,}
{,CLOU,Global X Cloud Computing ETF,15.46,$120.61M,n/a,n/a,n/a,}
{,KRMA,Global X Conscious Companies ETF,21.46,$62.22M,n/a,n/a,n/a,}
{,DAX,Global X DAX Germany ETF,26.64,$15.98M,n/a,n/a,n/a,}
{,EBIZ,Global X E-commerce ETF,17.88,$2.68M,n/a,n/a,n/a,}
{,FINX,Global X FinTech ETF,28.32,$359.71M,n/a,n/a,n/a,}
{,CHIC,Global X Funds Global X MSCI China Communication Services ETF,25.57,$25.57M,n/a,n/a,n/a,}
{,AIQ,Global X Future Analytics Tech ETF,16.3743,$41.75M,n/a,n/a,n/a,}
{,GNOM,Global X Genomics & Biotechnology ETF,14.0601,$3.52M,n/a,n/a,n/a,}
{,BFIT,Global X Health & Wellness Thematic ETF,20.1008,$17.09M,n/a,n/a,n/a,}
{,SNSR,Global X Internet of Things ETF,19.29,$84.86M,n/a,n/a,n/a,}
